SKU;Virtuals;Downloadable;Rating_count;Average_rating;Post_author;Post_date;Post_date_gmt;Product_type;Segment;Post_title;Post_excerpt;Contenance;Post_status;Comment_status;Ping_status;Post_name;Post_modified;Post_modified_gmt;Post_parent;Guid;Post_type;Comment_count
14366;0;0;5;4,4;2;18-04-2022;18-04-2022;Vin;Vin;Jean-Paul Brun Beaujolais Le Ronsay 2016;Dans sa robe pourpre, signe d'une jeunesse fringante, Le Ronsay se dévoile sur des arômes intenses de fruits frais, avec des nuances de confitures ça et là. La bouche est juteuse, fruitée et harmonieuse.;75cl;publish;closed;closed;jean-paul-brun-beaujolais-le-ronsay-2016;15-07-2022;15-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14366;product;5
14371;0;0;2;3,5;2;13-04-2022;13-04-2022;Vin;Vin;Alphonse Mellot Sancerre Rouge La Demoiselle 2020;Robe rubis dense, le nez est marqué par le terroir. L'argile à silex s'exprime ici sur des notes de fumé et de cerises kirschées, le tout fondu dans des tanins soyeux à l'extrême;75cl;publish;closed;closed;alphonse-mellot-sancerre-rouge-la-demoiselle-2020;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14371;product;2
14372;0;0;1;3,6;2;13-04-2022;13-04-2022;Vin;Vin;Alphonse Mellot Sancerre Rouge La Moussière 2014;Très belle robe carminé profond. Au nez, on reconnaît les petits fruits rouges et noirs tels que la framboise, la groseille, la mûre et la griotte, avec des notes épicées de poivre rose, de vanille et de cannelle. En bouche, il est rond et moelleux, de belle structure. Les notes épicées et les arômes de fruits sont accompagnés d'un joli boisé. Un vin long, riche et plaisant, très réussi.;75cl;publish;closed;closed;alphonse-mellot-sancerre-rouge-la-moussiere-2014;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14372;product;1
14374;0;0;5;4,9;2;15-05-2022;15-05-2022;Vin;Vin;Alphonse Mellot Coteaux Charitois Rouge Les Pénitents 2020;A l'oeil, la robe est limpide, rouge rubis. Son nez développe un bouquet de fruits rouges, de mûre et de cassis. La bouche est ample, fraîche avec des tanins fins et les mêmes saveurs de fruits rouges qu’au nez.;75cl;publish;closed;closed;alphonse-mellot-coteaux-charitois-rouge-les-penitents-2020;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14374;product;5
14395;0;0;0;;2;15-05-2022;15-05-2022;Vin;Vin;Alphonse Mellot Sancerre Blanc Edmond 2016;La cuvée Edmond est sans doute l'un des plus grands Sancerre : fuselé, ample et complexe, cette grande cuvée de garde est une réussite majeure.;75cl;publish;closed;closed;alphonse-mellot-sancerre-blanc-edmond-2016;25-07-2022;25-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14395;product;0
14429;0;0;16;3,6;2;19-03-2021;19-03-2021;Vin;Vin;Château Tour De Pez Saint-Estèphe 2021;Vignoble au parcellaire morcelé souvent voisin des grands noms de Saint-Estèphe, il est exclusivement sur sol de graves girondines. La révélation de ce terroir donne des vins d’un gras et d’une profondeur inégalées, les tanins sont soyeux, le terme « vin fin » prend alors toute sa signification. L’équilibre de ce vin est sa première qualité, c’est un vin de terroir.;75cl;publish;closed;closed;chateau-tour-de-pez-saint-estephe-2021;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14429;product;16
14451;0;0;0;;2;17-04-2022;17-04-2022;Vin;Vin;Château Plaisance Fronton To Co Que Cal 2020;2014 est un très joli millésime de fruit. La maturité parfaite de la Negrette, l’apport pour la première fois d’un foudre de 30 hl neuf ont donné au vin une race magnifique. Grand vin de garde.;75cl;publish;closed;closed;chateau-plaisance-fronton-to-co-que-cal-2020;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14451;product;0
14461;0;0;0;;2;19-03-2021;19-03-2021;Vin;Vin;Château Carbonnieux Graves Blanc 2021;Le Château Carbonnieux blanc est un vin de légende. On raconte qu’au XVIIIème siècle il entra chez le Sultan de Constantinople, grâce à sa grande clarté, sous le nom “d’Eau minérale de Carbonnieux”, défiant ainsi la loi coranique. Les terroirs argilo-calcaires de graves garonnaises situés dans l’appellation Pessac-Léognan produisent sans doute les meilleurs vins blancs secs de la région de Bordeaux. Jeunes, les blancs de Carbonnieux charment par leur fraîcheur, leur pureté et leur intensité aromatique à la fois fruitée et florale. Au vieillissement, ils développent des notes de fruits secs et confits qui offrent un large éventail de mariage gastronomique. Les lots qui entreront dans ce cru classé seront assemblés de manière à induire une belle complicité entre les cépages. Les sémillons sélectionnés viendront structurer la vivacité des sauvignons en apportant rondeur et volume en bouche.;75cl;publish;closed;closed;chateau-carbonnieux-graves-blanc-2021;02-07-2022;02-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14461;product;0
14469;0;0;1;3,9;2;13-09-2022;13-09-2022;Vin;Vin;Parcé Frères Côtes du Roussillon Villages Hommage à Fernand 2017;La robe est grenat sombre translucide, avec une pointe violacée. Le nez est fin, gourmand, sur la confiture de fruits noirs en train de mijoter, avec une touche d'épices douces et une pincée de benjoin. La bouche est toute aussi fine, élancée, gagnant vite en ampleur : elle déploie alors une matière soyeuse dans un premier temps, un peu plus rustique dans un second, tout en restant souple et fruitée.;75cl;publish;closed;closed;parce-freres-cotes-du-roussillon-villages-hommage-a-fernand-2017__trashed;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14469;product;1
14474;0;0;5;4,2;2;14-02-2022;14-02-2022;Vin;Vin;Domino Romano Ribera Del Duero Camino Romano 2016;Ce vin présente un nez plein de fruits, avec des notes de confiture de fruits rouges et d’herbes aromatiques. En bouche, le Camino se révèle être un vin élégant avec une bonne acidité aidant à l’équilibrer, une prédominance de fruits et un final très frais et limpide.;75cl;publish;closed;closed;domino-romano-ribera-camino-2016;27-06-2022;27-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14474;product;5
14485;0;0;1;4,2;2;20-02-2022;20-02-2022;Vin;Vin;Domaine Huet Vouvray Le Mont Sec 2017;Un nez intense sur la minéral et les agrumes. La bouche, complexe, dévoile toute sa tension avec ses notes de pierre à fusil. Pour les amateurs de grands vouvray sec.;75cl;publish;closed;closed;domaine-huet-vouvray-le-mont-sec-2017;21-08-2022;21-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14485;product;1
14504;0;0;0;;1;01-06-2018;01-06-2018;Offres commerciales;Offres commerciales;Bon cadeau de 25€;Un bon cadeau à offrir à vos proches... sans modération !;1;publish;closed;closed;bon-cadeau-de-25-euros;01-06-2018;01-06-2018;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14504;product;0
14506;0;0;1;5;2;19-04-2022;19-04-2022;Vin;Vin;Domaine Peyre Rose Clos des Cistes 2008;Dominante de Syrah avec une pointe de Grenache, Le Clos des Cistes offre des arômes intenses de cassis, d'herbe fraîche et d'épices exotiques. Parfumé, complexe et structuré, avec une richesse charpentée, c'est un très grand Languedoc.;75cl;publish;closed;closed;domaine-peyre-rose-clos-des-cistes-2008;16-07-2022;16-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14506;product;1
14507;0;0;2;4,2;2;12-07-2022;12-07-2022;Vin;Vin;Domaine Peyre Rose Syrah Léone 2008;Syrah Leone offre toujours beaucoup de charme. Poivre écrasé, viande juteuse et fruits noirs fumés se dévoilent ici. La bouche est précise et droite, avec une superbe longueur. Cette cuvée provient de sols d'argiles et de calcaire, principalement à base de Syrah avec une pointe de Mourvèdre.;75cl;publish;closed;closed;domaine-peyre-rose-syrah-leone-2008;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14507;product;2
14508;0;0;2;3,1;2;12-07-2022;12-07-2022;Vin;Vin;Domaine Peyre Rose Marlène N°3 2008;La cuvée Marlène N°3 se présente ici dans le quatrième millésime produit, et s'inscrit dans la lignée de ses prédécesseurs : des fruits rouges au nez, avec un caractère épicé, poivré, une bouche dans une définition dense et veloutée, marquée par un fruit mûr et moelleux sur la truffe, le café...;75cl;publish;closed;closed;domaine-peyre-rose-marlene-n3-2008;17-07-2022;17-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14508;product;2
14509;0;0;2;3,9;2;12-07-2022;12-07-2022;Vin;Vin;Domaine Peyre Rose Oro Blanc 2002;Unique dans son style, sans renier une pointe oxydative complexe, blanc très long, incroyablement long, qui a su jouer avec la finesse possible de ce millésime. De magnifiques fruits jaunes mûrs mais sans excès. Très racé.;75cl;publish;closed;closed;domaine-peyre-rose-oro-2002;05-06-2022;05-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14509;product;2
14527;0;0;2;4,4;2;27-02-2022;27-02-2022;Vin;Vin;I Fabbri Chianti Classico Terra Di Lamole 2020;Un nez complexe de fleurs et de fruits rouges intenses. La bouche est structurée avec des tanins présents mais très discrets. La finale est longue et agréable, principalement sur des petits fruits rouges.;75cl;publish;closed;closed;i-fabbri-chianti-classico-terra-di-lamole-2020;02-07-2022;02-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14527;product;2
14561;0;0;11;5;2;01-09-2022;01-09-2022;Vin;Vin;Argentine Mendoza Alamos Torrontes 2021;Catena Zapata a su conserver toute la vigueur et les parfums du cépage dans ce Torrontes Alamos à la robe claire et aux arômes exubérants de citronnelle, de pêche, de jasmin et d'herbes fraîches. En bouche, il déploie la même palette de saveurs avec un équilibre étonnant entre rondeur et fraîcheur.;75cl;publish;closed;closed;argentine-mendoza-alamos-torrontes-2021;11-07-2022;11-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14561;product;11
14569;0;0;2;3,1;2;28-06-2021;28-06-2021;Vin;Vin;Moulin de Gassac IGP Pays d'Hérault Blanc Faune 2021;Nez très intense, une explosion aromatique d'abricot de poire et de fleurs blanches. Bouche harmonieuse et équilibrée. Délicates notes de fleurs blanches. Vin dense, gras et frais avec une finale sur les fruits exotiques.;75cl;publish;closed;closed;moulin-de-gassac-igp-pays-dherault-faune-2021;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14569;product;2
14570;0;0;8;3,7;2;28-06-2021;28-06-2021;Vin;Vin;Moulin de Gassac IGP Pays d'Hérault Guilhem Blanc 2021;Nez Séduisant et puissant. Bouquet de fleurs jaunes et de fruits à chair blanche. La Bouche est de bonne vivacité et ronde. Du volume et de la fraîcheur en finale.;75cl;publish;closed;closed;moulin-de-gassac-igp-pays-dherault-guilhem-blanc-2021;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14570;product;8
14573;0;0;0;;2;28-06-2021;28-06-2021;Vin;Vin;Moulin de Gassac IGP Pays d'Hérault Rouge Mazet du Levant 2017;Nez Expressif et complexe, alliant notes de sous-bois, fruits rouges confiturés et touche de musc ou de cuir. Une belle vivacité avec des arômes de fruits rouges exceptionnels. Tannins puissants et chaleureux. Finale équilibrée et épicée. Un vin de caractère et d’une grande gourmandise.;75cl;publish;closed;closed;moulin-de-gassac-igp-pays-dherault-mazet-levant-2017;30-05-2022;30-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14573;product;0
14580;0;0;0;;2;17-07-2022;17-07-2022;Vin;Vin;David Duband Morey-Saint-Denis 1er Cru Les Broc 2016;Une robe d'un rouge cerise clair et limpide. Au nez, dominante de fruits rouges et noirs avec une touche d'épices comme le poivre noir. La bouche est dense avec une belle fraîcheur et une finale enrobante.;75cl;publish;closed;closed;david-duband-morey-saint-denis-1er-cru-les-broc-2016;05-08-2022;05-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14580;product;0
14581;0;0;0;;2;17-07-2022;17-07-2022;Vin;Vin;David Duband Charmes-Chambertin Grand Cru 2014;Robe cerise chatoyante. Un nez de fruits rouges et noirs avec une dynamique aromatique de poivre. Une fine touche de bois de santal. La bouche et riche et grasse avec des tanins présents et riches qui augurent un très beau potentiel de garde.;75cl;publish;closed;closed;david-duband-charmes-chambertin-grand-cru-2014;16-05-2022;16-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14581;product;0
14596;0;0;0;;2;23-07-2021;23-07-2021;Vin;Vin;David Duband Chambolle-Musigny 1er Cru Les Sentiers 2022;Une robe d'un rouge carmin avec des reflets brillants. Le nez est sur des arômes de fruits noirs et rouges presque confiture avec une touche de truffe et de belle intensité. La bouche est puissante avec des tanins marqués et très agréables.;75cl;publish;closed;closed;david-duband-chambolle-musigny-1er-cru-les-sentiers-2022;29/02/2022  15:25:02;29/02/2022  14:25:02;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14596;product;0
14599;0;0;2;4,9;2;19-04-2022;19-04-2022;Vin;Vin;Maurice Schoech Pinot Noir Pièce de Chêne 2022;Cette cuvée est issue d’une sélection des plus vieilles parcelles de Pinot Noir du domaine situées sur le terroir granitique d’Ammerschwihr. Après une macération de 10 jours, ce vin est élevé en Pièces de Chêne de deux vins pendant une durée de 12 mois. Des notes de fruits rouge au nez soulignées par une touche vanillée. La bouche est structurée et dense.;75cl;publish;closed;closed;maurice-schoech-pinot-noir-piece-de-chene-2022;07-07-2022;07-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14599;product;2
14600;0;0;1;4,7;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Riesling Grand Cru Geisberg 2012;Le Geisberg est un joyau de l’Alsace : situé entre deux autres grands crus sur la faille géologique de Ribeauvillé, son sous-sol calcaire et gréseux, ses vieilles vignes, son exposition plein sud et ses petites terrasses à pente forte en font un terroir unique et complexe de seulement 8,5 ha : il est l’un des plus petits grands crus d’Alsace. Le Riesling qui en est issu est de grande intensité et de belle énergie, tout en finesse. Un vin de gastronomie et apte à une longue garde.;75cl;publish;closed;closed;maison-trimbach-riesling-geisberg-2012;20-05-2022;20-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14600;product;1
14604;0;0;0;;2;24-07-2021;24-07-2021;Vin;Vin;Domaine Giudicelli Muscat du Cap Corse 2016;Ce Muscat séduit par ses notes de rose et de fleur d'oranger. La gestion des sucres est parfaite, ce qui lui confère une incroyable buvabilité, tout en gardant une jolie pureté. Muriel Giudicelli est reconnue pour cette cuvée, sûrement un des meilleurs Muscats de l'Ile de Beauté.;75cl;publish;closed;closed;domaine-giudicelli-muscat-du-cap-corse-2016;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14604;product;0
14626;0;0;2;4;2;06-09-2022;06-09-2022;Vin;Vin;Chili De Martino Gallardia Cinsault 2017;Le vignoble du Sud du Chili bénéficie de chaudes journées et de nuits fraîches. La cuvée pur cinsault de la bodega De Martino, en biodynamie, offre un rouge de caractère qui allie puissance, fruit croquant (airelle, groseille) et épices.;75cl;publish;closed;closed;chili-de-martino-gallardia-cinsault-2017;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14626;product;2
14632;0;0;6;4,9;2;18-04-2022;18-04-2022;Vin;Vin;Jean-Paul Brun Saint-Amour 2017;Planté sur un terroir granitique silicieux, le gamay dévoile ici des arômes délicats et fruités, soutenus par une élégante minéralité. La bouche est à la fois tendre et croquante. Un très beau Saint-Amour !;75cl;publish;closed;closed;jean-paul-brun-saint-amour-2017;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14632;product;6
14647;0;0;3;5;2;29-01-2021;29-01-2021;Vin;Vin;Domaine Hauvette IGP Alpilles Dolia 2012;Ce blanc, composé de clairette, roussanne et marsanne, sent bon les plantes, le caillou et l'ananas, rappelant certains jurançons. Sa texture vineuse est poussée par de fins amers en finale. Un grand blanc apaisant qui est loin d'avoir dit son dernier mot.;75cl;publish;closed;closed;domaine-hauvette-igp-alpilles-dolia-2012;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14647;product;3
14657;0;0;2;3,8;2;17-04-2022;17-04-2022;Vin;Vin;Xavier Frissant Touraine Amboise L'Orée des Frênes 2020;"""<p id=""""u10579-5"""">Ce vin est le résultat d'une sélection des vieilles vignes de Côt du domaine. Il s'ouvre sur des notes épicées et poivrées. Une belle puissance mais des tanins soyeux.</p>""";75cl;publish;closed;closed;xavier-frissant-touraine-amboise-loree-des-frenes-2020;21-08-2022;21-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14657;product;2
14661;0;0;2;4;2;30-01-2021;30-01-2021;Vin;Vin;Philippe Nusswitz Duché d'Uzès Orénia Rouge Réserve 2022;La richesse du millésime se retrouve dans ce vin puissant et élégant. Les notes finement boisées et très épicées apportent de la fraîcheur.;75cl;publish;closed;closed;philippe-nusswitz-duche-uzes-orenia-rouge-reserve-2022;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14661;product;2
14676;0;0;5;3,6;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Pellé Menetou Salon Rouge Morogues 2021;Du fruit et de la fraîcheur avec une légère trame tannique. Le terroir de la commune de Morogues allié à un travail rigoureux nous livre ici une belle expression du Pinot. La complexité est bien là, grâce à l’assemblage de 3 parcelles sur des terroirs alliant des marnes kimméridgiennes à des calcaires portlandiens.;75cl;publish;closed;closed;pelle-menetou-salon-rouge-morogues-2021;07-08-2022;07-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14676;product;5
14679;0;0;3;4,3;2;09-10-2022;09-10-2022;Vin;Vin;Domaine Saint-Nicolas Fiefs Vendéens Rouge La Grande Pièce 2013;Grande Pièce est un rouge d'une grande noblesse d'arômes, de texture et de sève, très harmonieux et destiné à un grand vieillissement : ses tanins soyeux l'emporteront loin dans le temps.;75cl;publish;closed;closed;domaine-saint-nicolas-fiefs-vendeens-rouge-grande-piece-2013;14-03-2022;14-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14679;product;3
14680;0;0;1;4,5;2;18-04-2022;18-04-2022;Vin;Vin;Domaine Saint-Nicolas Fiefs Vendéens Blanc Le Haut des Clous 2017;Le Haut des Clous déploie une matière robuste, franche et d'une superbe persistance. C'est un blanc intense, minéral, sur les fruits confits, à la finale ample, grasse et accompagnée d'une subtile pointe sucrée.;75cl;publish;closed;closed;domaine-saint-nicolas-fiefs-vendeens-blanc-le-haut-des-clous-2017;08-08-2022;08-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14680;product;1
14692;0;0;1;3,5;2;19-03-2021;19-03-2021;Vin;Vin;Château Fonréaud Bordeaux Blanc Le Cygne 2022;Grâce à la complémentarité des 3 cépages qui le constituent, Le Cygne est un vin complet, élégant et aérien, offrant une riche palette aromatique fruitée et florale, une rondeur en bouche avec des saveurs suaves.;75cl;publish;closed;closed;fonreaud-bordeaux-blanc-le-cygne-2022;25-04-2022;25-04-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14692;product;1
14696;0;0;0;;2;17-07-2022;17-07-2022;Vin;Vin;Château Tour Des Gendres Bergerac Blanc Moulin Des Dames 2022;Moulin des Dames blanc présente les arômes typiques du millésime : abricot sec, fruits confits et une touche plus fraîche de zestes d'agrumes. En bouche, l'attaque est ample avec de la sucrosité, et s’accompagne d’une matière dense, très aromatique avec une magnifique persistance en finale. Un Bergerac sec à ne pas manquer !;75cl;publish;closed;closed;chateau-tour-des-gendres-bergerac-blanc-moulin-des-dames-2022;11-07-2022;11-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14696;product;0
14699;0;0;0;;2;17-04-2022;17-04-2022;Vin;Vin;Albert Mann Gewurztraminer Grand Cru Steingrubler 2022;Ce vin présente une robe d’une belle profondeur, jaune intense, accompagnée de quelques reflets dorés. Nez très développé, concentré, ouvert, il évoque directement un bouquet d’épices nobles, de poivre blanc du Penjab fort flatteur. Ces parfums sont complétés par de délicates senteurs florales et de fruits mûrs tels que la pêche jaune et la mirabelle. Matière première de très belle qualité. Personnalité forte, ce vin puissant de caractère, en bouche nous dévoile des parfums de roses orientales, de bonbon anglais, de mangue mûre. La finale est fraîche, persistante et gourmande.;75cl;publish;closed;closed;albert-mann-gewurztraminer-grand-cru-steingrubler-2022;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14699;product;0
14700;0;0;0;;2;17-04-2022;17-04-2022;Vin;Vin;Albert Mann Pinot Gris Grand Cru Furstentum 2022;Très belle bouteille qui possède un bon équilibre. Le vin est délicat et sensuel, marqué par des arômes de fleurs blanches.;75cl;publish;closed;closed;albert-mann-pinot-gris-grand-cru-furstentum-2022;06-08-2022;06-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14700;product;0
14712;0;0;0;;2;09-10-2022;09-10-2022;Vin;Vin;Decelle-Villa Beaune Rouge 2015;De couleur de moyenne intensité, ce Beaune offre un bouquet élégant à dominante de griotte et cassis. La bouche est souple et charnue et évoluera avec les années vers des notes de sous-bois et d’épices. Il se mariera bien avec un carpaccio de boeuf ou encore des fromages pas trop forts.;75cl;publish;closed;closed;decelle-villa-beaune-rouge-2015;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14712;product;0
14725;0;0;0;;2;20-02-2022;20-02-2022;Vin;Vin;Parcé Frères IGP Côtes Catalanes Hommage à Fernand Blanc 2019;Avec cette cuvée, Les Frères Parcé ont voulu rendre hommage aux premiers viticulteurs qui ont quitté les appellations dès les années 1970 pour préserver les vieux cépages. Hommage à Fernand est un 100% Macabeu, fin et fruité mais aussi d'une grande fraîcheur aromatique.;75cl;publish;closed;closed;parce-freres-hommage-fernand-blanc-2019;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14725;product;0
14729;0;0;3;3,7;2;26-11-2022;26-11-2022;Vin;Vin;Domaine Huet Vouvray Le Clos du Bourg Demi-Sec 2017;L’alliance du millésime riche en soleil et des pierres de calcaire présentes aux pieds des ceps donne ici naissance à des arômes généreux de fruit de la passion, de mangue et de tulipe Mount Tacoma. La texture en bouche est dense, tonique. Finale délicate qui joue les équilibristes entre l’acidité et la sucrosité.;75cl;publish;closed;closed;domaine-huet-vouvray-le-clos-du-bourg-demi-sec-2017;24-07-2022;24-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14729;product;3
14736;0;0;0;;2;31-01-2021;31-01-2021;Vin;Vin;"""Gilles Robin Crozes-Hermitage Rouge """"1920"""" 2016""";"""Fruit d'une histoire et d'un héritage familiale important, la cuvée 1920 marque le temps et rend hommage à un vigneron, Louis Pasquiron, qui acheta sa première vigne de Syrah cette année là, au lieu-dit """"Les Chassis"""" à Mercurol. Elle est également le témoignage d'une passion bien réelle de son arrière petit-fils, Gilles Robin, pour ce noble cépage qu'il cultive et élève au rang des plus grands vins de la Vallée du Rhône. Sélection des plus beaux raisins du domaine, issus d'un terroir exceptionnel, associé à un millésime extraordinaire, ce vin a été élevé durant 18 mois en demi-muids afin de révéler tous ses secrets.""";75cl;publish;closed;closed;gilles-robin-crozes-hermitage-rouge-1920-2016-copie;21-04-2022;21-04-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14736;product;0
14746;0;0;3;4,1;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Schoenheitz Gewurztraminer Lisenberg 2015;Robe jaune pâle brillante aux reflets dorés. Nez intense au bouquet floral à dominante de pétales de roses complexifié par quelques notes d’épices. La bouche est franche et pure sur des notes intenses de fleurs, fruits exotiques et épices avec une finale sur une agréable touche de fraîcheur qui lui confère un bel équilibre.;75cl;publish;closed;closed;domaine-schoenheitz-gewurztraminer-lisenberg-2015;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14746;product;3
14751;0;0;3;3,3;2;13-02-2022;13-02-2022;Vin;Vin;Planeta Sicilia Alastro 2021;Alastro est finement aromatique, délicatement structuré, avec des arômes de fruits tropicaux, d'agrumes frais et de fleurs blanches.;75cl;publish;closed;closed;planeta-sicilia-alastro-2021;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14751;product;3
14756;0;0;2;4,5;2;07-06-2022;07-06-2022;Vin;Vin;Château Cordet Margaux 2013;Deuxième vin du Château Monbrison. Le nez évoque des saveurs de chêne grillé et de fleur d'acacia. La bouche est très équilibrée, racée et subtilement épicée.;75cl;publish;closed;closed;chateau-cordet-margaux-2013;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14756;product;2
14768;0;0;3;3,8;2;22-03-2020;22-03-2020;Cognac;Spiritueux;Cognac Frapin 1270;De couleur ambre doré, ce cognac développe un bouquet fruité, issu des raisins et floral, caractéristique de la Grande Champagne. Apparaît également une discrète note vanillée provenant du tanin contenu dans les fûts de chêne dont les caractéristiques évoluent au cours du vieillissement.;70cl;publish;closed;closed;cognac-frapin-1270;25-07-2022;25-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14768;product;3
14773;0;0;3;3,3;2;04-04-2020;04-04-2020;Whisky;Spiritueux;Wemyss Malts Single Cask Scotch Whisky Chai Caramel Latte 2002 Craigellachie;644 bouteilles - 16 ans d'âge.Nez très élégant aux notes de pudding cuit au bain marie, de pastel de nata, d'abricots secs et de mandarines confites. Viennent aussi des arômes de thé au lait, ai gingembre et aux épices capiteuses. Riche et maltée, la bouche s'impose sur des arômes de cookie et de sucre roux. De l'orange rôtie, du pamplemousse, des pommes à la cannelle et des fruits cuits explosent dans une belle structure. La finale s'exprime sur des épices de Noël, crème au cognac et sirop d'oranges caramélisées. Délicieux!;70cl;publish;closed;closed;wemyss-malts-single-cask-scotch-whisky-chai-caramel-latte-2002;31-07-2022;31-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14773;product;3
14774;0;0;1;4,2;2;04-04-2020;04-04-2020;Whisky;Spiritueux;Wemyss Malts Single Cask Scotch Whisky Chocolate Moka Cake 2005 Strathclyde;305 bouteilles, 13 ans d'âge. Un Single Grain, subtil, net avec de délicats arômes floraux. Des notes de cerises, de bonbons à la banane, de chocolat au lait et au toffee composent un whisky doux et crémeux. On y trouve également des notes de bois de balsa et de copeaux de crayons. La bouche est conforme au nez, avec une concomitance de chocolat blanc crémeux, de crème de café et de génoise aux noix. La texture et les arômes évoquent une génoise café-chocolat. La Finale est nette et douce. Un Single Grain goûteux et riche en caractère.;70cl;publish;closed;closed;wemyss-malts-single-cask-chocolate-moka-cake;23-12-2022;23-12-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14774;product;1
14775;0;0;1;4;2;04-04-2020;04-04-2020;Whisky;Spiritueux;Wemyss Malts Single Cask Scotch Whisky Choc 'n' Nut Pretzel 2001 Bunnahabhain;710 bouteilles, 17 ans d'âge.Complexe et riche aux notes subtiles de chocolat noir et de grains de café. De l'orge aux notes de pain toasté se mélange aux notes terreuses apportées par de la courge rôtie au miel, des loukoum aux fruits et de la gelée de prunes. La bouche est douce et savoureuse : mélasse salée, sauce au caramel salé, et Bretzel sortant du four. Noix de muscade et réglisse ajoutent une élégante complexité aromatique. Des notes subtiles de yahourt à la banane et de baies rouges préservent le côté juteux de ces arômes. La finale est délicate, présentant des notes de noix de pécan grillées, des touches de fumée et de cendre complètent ce délicieux mais inhabituel whisky d'Islay.;70cl;publish;closed;closed;wemyss-malts-single-cask-scotch-whisky-choc-n-nut-pretzel-2001;11-03-2022;11-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14775;product;1
